symptoms,label
"headache, chills, nausea, high fever, sweats",Malaria
"shortness of breath, chest tightness, wheezing, coughing",Asthma
"loss of appetite, fatigue, rash",Chickenpox
"mild headache, sore throat, sneezing",Common Cold
"weight loss, chest pain, night sweats, persistent cough",Tuberculosis
"headache, stiff neck",Meningitis
"itchy eyes, sneezing",Allergic Rhinitis
"shortness of breath, fever, cough, chest pain",Pneumonia
"mild headache, sneezing, sore throat",Common Cold
"fever, fatigue, cough",Flu
"chest pain, cough, shortness of breath",Pneumonia
"chest pain, cough",Pneumonia
"mild headache, runny nose, sore throat, sneezing",Common Cold
"persistent cough, weight loss, chest pain, night sweats",Tuberculosis
"nasal congestion, sneezing, runny nose, itchy eyes",Allergic Rhinitis
"sweats, nausea, chills",Malaria
"sneezing, itchy eyes, nasal congestion, runny nose",Allergic Rhinitis
"headache, joint pain",Dengue
"facial pain, runny nose, headache, nasal congestion",Sinusitis
"stiff neck, high fever",Meningitis
"rash, joint pain, muscle pain",Dengue
"chest discomfort, fatigue",Bronchitis
"dizziness, nausea",Migraine
"abdominal pain, vomiting, fever",Gastroenteritis
"muscle pain, headache, rash, joint pain, high fever",Dengue
"vomiting, diarrhea",Gastroenteritis
"muscle pain, cough, fatigue",Flu
"fever, chest pain, shortness of breath, cough",Pneumonia
"chest pain, night sweats, weight loss, persistent cough",Tuberculosis
"loss of appetite, rash",Chickenpox
"cough, shortness of breath",Pneumonia
"headache, high fever, muscle pain, rash",Dengue
"fever, chest pain",Pneumonia
"nasal congestion, runny nose, facial pain, headache",Sinusitis
"fever, shortness of breath, cough, chest pain",Pneumonia
"sneezing, mild headache, runny nose",Common Cold
"fatigue, chest discomfort",Bronchitis
"runny nose, mild headache, sneezing, sore throat",Common Cold
"persistent cough with mucus, chest discomfort",Bronchitis
"sore throat, sneezing, runny nose",Common Cold
"persistent cough with mucus, chest discomfort",Bronchitis
"muscle pain, cough, sore throat, fever",Flu
"headache, chills, nausea",Malaria
"headache, nausea",Migraine
"fever, rash, fatigue",Chickenpox
"nasal congestion, runny nose, sneezing",Allergic Rhinitis
"fever, sore throat, chills, cough, fatigue",Flu
"headache, facial pain, nasal congestion",Sinusitis
"headache, light sensitivity, vomiting",Migraine
"fever, shortness of breath",Pneumonia
"sore throat, mild headache, sneezing, runny nose",Common Cold
"headache, vomiting",Migraine
"vomiting, abdominal pain, diarrhea",Gastroenteritis
"itchy eyes, sneezing, nasal congestion, runny nose",Allergic Rhinitis
"nasal congestion, runny nose",Allergic Rhinitis
"sore throat, sneezing, mild headache",Common Cold
"fatigue, chest discomfort, persistent cough with mucus",Bronchitis
"chills, headache, sweats, high fever",Malaria
"mild headache, runny nose",Common Cold
"sneezing, mild headache",Common Cold
"nasal congestion, runny nose, headache",Sinusitis
"sneezing, itchy eyes, nasal congestion",Allergic Rhinitis
"shortness of breath, coughing",Asthma
"facial pain, runny nose, headache, nasal congestion",Sinusitis
"chest tightness, coughing, wheezing, shortness of breath",Asthma
"nausea, headache",Malaria
"cough, shortness of breath",Pneumonia
"sweats, headache",Malaria
"mild headache, runny nose, sore throat",Common Cold
"chest discomfort, persistent cough with mucus",Bronchitis
"high fever, nausea, chills, headache, sweats",Malaria
"fever, chest pain",Pneumonia
"headache, high fever, stiff neck",Meningitis
"vomiting, headache, dizziness, light sensitivity, nausea",Migraine
"fatigue, chest discomfort",Bronchitis
"shortness of breath, coughing, wheezing, chest tightness",Asthma
"high fever, loss of taste, dry cough, fatigue, shortness of breath",COVID-19
"runny nose, sneezing, itchy eyes, nasal congestion",Allergic Rhinitis
"runny nose, nasal congestion",Sinusitis
"chest pain, cough",Pneumonia
"mild headache, runny nose",Common Cold
"high fever, sensitivity to light, headache, stiff neck",Meningitis
"vomiting, abdominal pain, fever, diarrhea",Gastroenteritis
"joint pain, high fever, headache, muscle pain",Dengue
"shortness of breath, chest pain",Pneumonia
"dizziness, vomiting",Migraine
"sore throat, cough, fever, fatigue",Flu
"night sweats, chest pain",Tuberculosis
"light sensitivity, headache, nausea, vomiting, dizziness",Migraine
"light sensitivity, nausea, dizziness, vomiting",Migraine
"runny nose, sore throat, mild headache",Common Cold
"stiff neck, headache",Meningitis
"muscle pain, headache, joint pain",Dengue
"runny nose, sneezing",Allergic Rhinitis
"nausea, chills, headache",Malaria
"chills, cough, sore throat, fatigue, fever",Flu
"mild headache, runny nose",Common Cold
"coughing, chest tightness",Asthma
"cough, muscle pain, sore throat, fever",Flu
"fatigue, fever, loss of appetite",Chickenpox
"muscle pain, high fever, headache, joint pain",Dengue
"loss of taste, high fever, dry cough",COVID-19
"facial pain, runny nose, headache, nasal congestion",Sinusitis
"nausea, diarrhea, fever",Gastroenteritis
"nasal congestion, headache",Sinusitis
"dry cough, loss of taste, fatigue, shortness of breath",COVID-19
"chest pain, night sweats",Tuberculosis
"headache, high fever, sweats, chills",Malaria
"fever, loss of appetite",Chickenpox
"sneezing, runny nose",Common Cold
"nausea, headache, high fever",Malaria
"night sweats, persistent cough, chest pain, weight loss",Tuberculosis
"stiff neck, high fever, headache",Meningitis
"sneezing, runny nose, itchy eyes, nasal congestion",Allergic Rhinitis
"sneezing, itchy eyes, runny nose",Allergic Rhinitis
"joint pain, muscle pain",Dengue
"dizziness, light sensitivity",Migraine
"chest discomfort, persistent cough with mucus, fatigue",Bronchitis
"sneezing, sore throat, mild headache, runny nose",Common Cold
"joint pain, rash, high fever, headache",Dengue
"persistent cough with mucus, fatigue",Bronchitis
"chest discomfort, persistent cough with mucus",Bronchitis
"stiff neck, headache",Meningitis
"sensitivity to light, stiff neck",Meningitis
"headache, facial pain",Sinusitis
"nasal congestion, headache, runny nose, facial pain",Sinusitis
"fever, loss of appetite, fatigue",Chickenpox
"nasal congestion, facial pain, runny nose, headache",Sinusitis
"nasal congestion, itchy eyes, sneezing, runny nose",Allergic Rhinitis
"sneezing, nasal congestion, itchy eyes",Allergic Rhinitis
"nasal congestion, runny nose",Allergic Rhinitis
"chest pain, shortness of breath, cough, fever",Pneumonia
"weight loss, night sweats",Tuberculosis
"loss of appetite, rash, fatigue",Chickenpox
"shortness of breath, chest pain, fever",Pneumonia
"mild headache, sore throat, runny nose, sneezing",Common Cold
"nausea, diarrhea, vomiting, fever",Gastroenteritis
"fatigue, rash",Chickenpox
"chest discomfort, persistent cough with mucus",Bronchitis
"shortness of breath, wheezing",Asthma
"sore throat, muscle pain, cough",Flu
"dizziness, light sensitivity, headache, nausea, vomiting",Migraine
"dizziness, light sensitivity",Migraine
"headache, high fever, sensitivity to light, stiff neck",Meningitis
"high fever, rash, muscle pain, headache",Dengue
"fatigue, muscle pain",Flu
"night sweats, weight loss, persistent cough",Tuberculosis
"runny nose, mild headache, sore throat",Common Cold
"fever, nausea, abdominal pain",Gastroenteritis
"chest pain, shortness of breath",Pneumonia
"persistent cough, weight loss, night sweats, chest pain",Tuberculosis
"nasal congestion, itchy eyes, sneezing",Allergic Rhinitis
"nasal congestion, itchy eyes, sneezing",Allergic Rhinitis
"fever, diarrhea",Gastroenteritis
"sweats, nausea, chills, high fever",Malaria
"muscle pain, fever, chills",Flu
"mild headache, sneezing",Common Cold
"nausea, headache, light sensitivity",Migraine
"headache, dizziness, nausea",Migraine
"nasal congestion, itchy eyes",Allergic Rhinitis
"mild headache, runny nose, sore throat, sneezing",Common Cold
"cough, chest pain",Pneumonia
"mild headache, sore throat, sneezing, runny nose",Common Cold
"diarrhea, vomiting, abdominal pain, nausea, fever",Gastroenteritis
"chills, sweats, high fever",Malaria
"persistent cough, night sweats",Tuberculosis
"loss of appetite, rash",Chickenpox
"mild headache, sneezing, sore throat",Common Cold
"chest discomfort, fatigue",Bronchitis
"rash, muscle pain, high fever, joint pain",Dengue
"sore throat, sneezing",Common Cold
"fatigue, shortness of breath",COVID-19
"high fever, sweats, nausea, chills, headache",Malaria
"fever, fatigue",Chickenpox
"persistent cough with mucus, chest discomfort, fatigue",Bronchitis
"joint pain, rash, high fever, headache, muscle pain",Dengue
"sneezing, mild headache",Common Cold
"persistent cough, night sweats, weight loss",Tuberculosis
"fatigue, rash, loss of appetite",Chickenpox
"fever, chest pain",Pneumonia
"high fever, headache, stiff neck, sensitivity to light",Meningitis
"nausea, high fever, sweats, chills, headache",Malaria
"stiff neck, high fever, headache",Meningitis
"fever, fatigue, loss of appetite",Chickenpox
"dizziness, light sensitivity, nausea",Migraine
"sneezing, nasal congestion, itchy eyes, runny nose",Allergic Rhinitis
"fatigue, shortness of breath, high fever",COVID-19
"coughing, shortness of breath, chest tightness",Asthma
"nausea, sweats, high fever",Malaria
"chills, sore throat, fever, cough, fatigue",Flu
"loss of appetite, rash, fever",Chickenpox
"sweats, headache, high fever, chills",Malaria
"persistent cough, weight loss, night sweats, chest pain",Tuberculosis
"abdominal pain, vomiting, nausea, fever, diarrhea",Gastroenteritis
"fatigue, chest discomfort, persistent cough with mucus",Bronchitis
"fatigue, sore throat",Flu
"fever, shortness of breath",Pneumonia
"fatigue, chest discomfort",Bronchitis
"nasal congestion, runny nose, itchy eyes",Allergic Rhinitis
"fever, fatigue",Chickenpox
"fatigue, rash, fever, loss of appetite",Chickenpox
"nasal congestion, facial pain, runny nose",Sinusitis
"shortness of breath, chest tightness, wheezing",Asthma
"nausea, light sensitivity, dizziness, headache",Migraine
"nausea, abdominal pain, diarrhea, fever",Gastroenteritis
"chest tightness, coughing",Asthma
"fatigue, chest discomfort",Bronchitis
"persistent cough with mucus, fatigue",Bronchitis
"persistent cough with mucus, fatigue, chest discomfort",Bronchitis
"sore throat, sneezing, runny nose, mild headache",Common Cold
"headache, sensitivity to light, high fever",Meningitis
"weight loss, chest pain, persistent cough",Tuberculosis
"persistent cough with mucus, fatigue, chest discomfort",Bronchitis
"runny nose, sore throat",Common Cold
"high fever, sensitivity to light",Meningitis
"persistent cough, chest pain, weight loss, night sweats",Tuberculosis
"mild headache, sneezing, sore throat, runny nose",Common Cold
"stiff neck, headache",Meningitis
"dizziness, nausea",Migraine
"nausea, chills, high fever, headache",Malaria
"cough, chest pain, shortness of breath",Pneumonia
"vomiting, nausea, fever, diarrhea",Gastroenteritis
"headache, high fever, sensitivity to light, stiff neck",Meningitis
"joint pain, headache, muscle pain",Dengue
"headache, nausea, vomiting, light sensitivity, dizziness",Migraine
"cough, fatigue, chills, fever, muscle pain",Flu
"fever, diarrhea",Gastroenteritis
"rash, headache",Dengue
"weight loss, chest pain, persistent cough, night sweats",Tuberculosis
"persistent cough, chest pain, night sweats, weight loss",Tuberculosis
"stiff neck, sensitivity to light, headache",Meningitis
"chills, sweats, nausea, headache, high fever",Malaria
"dry cough, shortness of breath, high fever",COVID-19
"rash, fever",Chickenpox
"fever, nausea",Gastroenteritis
"wheezing, chest tightness, shortness of breath, coughing",Asthma
"diarrhea, vomiting, abdominal pain, fever",Gastroenteritis
"diarrhea, fever",Gastroenteritis
"coughing, wheezing, shortness of breath, chest tightness",Asthma
"shortness of breath, high fever",COVID-19
"chills, nausea, headache",Malaria
"fatigue, chest discomfort",Bronchitis
"high fever, loss of taste, fatigue, dry cough",COVID-19
"nausea, sweats",Malaria
"rash, high fever, headache, joint pain",Dengue
"runny nose, sore throat, sneezing, mild headache",Common Cold
"muscle pain, cough, fever, fatigue",Flu
"high fever, sweats",Malaria
"chest discomfort, fatigue, persistent cough with mucus",Bronchitis
"nasal congestion, runny nose",Allergic Rhinitis
"diarrhea, abdominal pain, vomiting, nausea",Gastroenteritis
"mild headache, sore throat, sneezing, runny nose",Common Cold
"wheezing, coughing, chest tightness, shortness of breath",Asthma
"headache, nasal congestion, facial pain, runny nose",Sinusitis
"sweats, chills, headache, nausea",Malaria
"fever, sore throat",Flu
"runny nose, sore throat, mild headache, sneezing",Common Cold
"fatigue, sore throat, muscle pain, chills",Flu
"chest tightness, coughing, wheezing, shortness of breath",Asthma
"high fever, dry cough, fatigue, shortness of breath",COVID-19
"headache, stiff neck, sensitivity to light, high fever",Meningitis
"vomiting, light sensitivity, headache, nausea",Migraine
"runny nose, nasal congestion, facial pain",Sinusitis
"nausea, abdominal pain",Gastroenteritis
"rash, fever",Chickenpox
"mild headache, sneezing",Common Cold
"sore throat, fever, fatigue",Flu
"fatigue, persistent cough with mucus, chest discomfort",Bronchitis
"nausea, chills",Malaria
"fatigue, rash, fever",Chickenpox
"chest discomfort, fatigue",Bronchitis
"sweats, high fever",Malaria
"shortness of breath, wheezing",Asthma
"high fever, headache",Meningitis
"cough, fatigue, chills, fever",Flu
"chest pain, persistent cough, weight loss, night sweats",Tuberculosis
"nausea, headache, chills, sweats, high fever",Malaria
"shortness of breath, loss of taste, high fever",COVID-19
"stiff neck, high fever",Meningitis
"fever, nausea, diarrhea, abdominal pain, vomiting",Gastroenteritis
"high fever, headache",Meningitis
"cough, shortness of breath",Pneumonia
"chills, sweats, high fever",Malaria
"fever, cough",Pneumonia
"facial pain, runny nose",Sinusitis
"fatigue, high fever",COVID-19
"dry cough, loss of taste",COVID-19
"runny nose, headache, nasal congestion, facial pain",Sinusitis
"persistent cough, chest pain, weight loss",Tuberculosis
"fatigue, rash, fever, loss of appetite",Chickenpox
"stiff neck, sensitivity to light, headache, high fever",Meningitis
"nasal congestion, itchy eyes, runny nose, sneezing",Allergic Rhinitis
"nasal congestion, sneezing",Allergic Rhinitis
"stiff neck, headache, sensitivity to light",Meningitis
"runny nose, sore throat, mild headache",Common Cold
"light sensitivity, nausea",Migraine
"high fever, rash, muscle pain, headache",Dengue
"fever, loss of appetite",Chickenpox
"vomiting, nausea, dizziness, headache, light sensitivity",Migraine
"chills, fatigue, fever",Flu
"rash, fatigue, loss of appetite",Chickenpox
"facial pain, nasal congestion, runny nose, headache",Sinusitis
"high fever, headache, sweats, chills, nausea",Malaria
"sweats, high fever, chills",Malaria
"headache, nasal congestion, runny nose",Sinusitis
